GOOGL,1.39E+12,Alphabet Inc,California,Alphabet%20Inc--N00000270,N00000270,Alphabet%20Inc--N00029562,N00029562,Alphabet%20Inc--N00030752,N00030752,Alphabet%20Inc--N00033492,N00033492,Alphabet%20Inc--N00034044,N00034044,Alphabet%20Inc--N00035267,N00035267,Alphabet%20Inc--N00035544,N00035544,Alphabet%20Inc--N00037161,N00037161,Alphabet%20Inc--N00040666,N00040666,Alphabet%20Inc--N00040667,N00040667,Alphabet%20Inc--N00040741,N00040741,Alphabet%20Inc--N00040853,N00040853,Alphabet%20Inc--N00040888,N00040888,Alphabet%20Inc--N00040915,N00040915,Alphabet%20Inc--N00041104,N00041104,Alphabet%20Inc--N00041162,N00041162,Alphabet%20Inc--N00041221,N00041221,Alphabet%20Inc--N00041357,N00041357,Alphabet%20Inc--N00041370,N00041370,Alphabet%20Inc--N00041385,N00041385,Alphabet%20Inc--N00041394,N00041394,Alphabet%20Inc--N00041561,N00041561,Alphabet%20Inc--N00041569,N00041569,Alphabet%20Inc--N00041668,N00041668,Alphabet%20Inc--N00041843,N00041843,Alphabet%20Inc--N00042649,N00042649,Alphabet%20Inc--N00043581,N00043581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPN,63781432134,Global Payments,Georgia,Global%20Payments--N00039090,N00039090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS,1.18E+11,Goldman Sachs,New York,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS^A,0,Goldman Sachs,None,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS^C,0,Goldman Sachs,None,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS^D,0,Goldman Sachs,None,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS^J,0,Goldman Sachs,None,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS^K,0,Goldman Sachs,None,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS^N,0,Goldman Sachs,None,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSBD,2038954872,Goldman Sachs,New York,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSEE,0,Goldman Sachs,None,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSID,0,Goldman Sachs,None,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSUS,0,Goldman Sachs,None,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTIP,28260000,Goldman Sachs,None,Goldman%20Sachs--N00000491,N00000491,Goldman%20Sachs--N00035516,N00035516,Goldman%20Sachs--N00035774,N00035774,Goldman%20Sachs--N00036944,N00036944,Goldman%20Sachs--N00037034,N00037034,Goldman%20Sachs--N00040741,N00040741,Goldman%20Sachs--N00041154,N00041154,Goldman%20Sachs--N00041588,N00041588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTN,1880621554,Gray Television,Georgia,Gray%20Television--N00004614,N00004614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAL,20154191337,Halliburton Co,Texas,Halliburton%20Co--N00006249,N00006249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HALL,67644850,Hall,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBAN,16276378481,Huntington Bancshares,Ohio,Huntington%20Bancshares--N00033904,N00033904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBANN,0,Huntington Bancshares,Ohio,Huntington%20Bancshares--N00033904,N00033904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBANO,0,Huntington Bancshares,Ohio,Huntington%20Bancshares--N00033904,N00033904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBANP,0,Huntington Bancshares,Ohio,Huntington%20Bancshares--N00033904,N00033904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD,3.04E+11,Home Depot,Georgia,Home%20Depot--N00002577,N00002577,Home%20Depot--N00030191,N00030191,Home%20Depot--N00030581,N00030581,Home%20Depot--N00030717,N00030717,Home%20Depot--N00032243,N00032243,Home%20Depot--N00033449,N00033449,Home%20Depot--N00033474,N00033474,Home%20Depot--N00033495,N00033495,Home%20Depot--N00033720,N00033720,Home%20Depot--N00035000,N00035000,Home%20Depot--N00035307,N00035307,Home%20Depot--N00035346,N00035346,Home%20Depot--N00035347,N00035347,Home%20Depot--N00035516,N00035516,Home%20Depot--N00035927,N00035927,Home%20Depot--N00036018,N00036018,Home%20Depot--N00037185,N00037185,Home%20Depot--N00038450,N00038450,Home%20Depot--N00039327,N00039327,Home%20Depot--N00042715,N00042715,Home%20Depot--N00046125,N00046125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HE,4454589859,Hawaiian Electric Industries,Hawaii,Hawaiian%20Electric%20Industries--N00028138,N00028138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HES,21212770812,Hess Corp,New York,Hess%20Corp--N00035504,N00035504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGH,0,Hartford Financial Services,Connecticut,Hartford%20Financial%20Services--N00027605,N00027605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIG,20166774735,Hartford Financial Services,Connecticut,Hartford%20Financial%20Services--N00027605,N00027605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIG^G,0,Hartford Financial Services,None,Hartford%20Financial%20Services--N00027605,N00027605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HII,7808597977,Huntington Ingalls Industries,Virginia,Huntington%20Ingalls%20Industries--N00006052,N00006052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HON,1.48E+11,Honeywell International,North Carolina,Honeywell%20International--N00005559,N00005559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRB,3797356523,H&R Block,Missouri,H&R%20Block--N00026790,N00026790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSIC,9505204085,Henry Schein Inc,New York,Henry%20Schein%20Inc--N00034547,N00034547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTH,3079192640,Hilltop Holdings,Texas,Hilltop%20Holdings--N00005282,N00005282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUM,52404088253,Humana Inc,Kentucky,Humana%20Inc--N00003389,N00003389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,6170332732,Huntsman Corp,Utah,Huntsman%20Corp--N00006267,N00006267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICE,64349109929,Intercontinental Exchange Inc,Georgia,Intercontinental%20Exchange%20Inc--N00046125,N00046125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IHRT,2588816610,iHeartMedia Inc,None,iHeartMedia%20Inc--N00004291,N00004291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIF,265687670,Morgan Stanley,New York,Morgan%20Stanley--N00000751,N00000751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIIN,710850555,Insteel Industries,North Carolina,Insteel%20Industries--N00035311,N00035311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIVI,7623533432,II-VI Inc,Pennsylvania,II-VI%20Inc--N00007099,N00007099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIVIP,0,II-VI Inc,Pennsylvania,II-VI%20Inc--N00007099,N00007099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,37830903440,IHS Markit,London,IHS%20Markit--N00036018,N00036018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTC,2.61E+11,Intel Corp,California,Intel%20Corp--N00025292,N00025292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTU,1.07E+11,Intuit Inc,California,Intuit%20Inc--N00007335,N00007335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,20929555309,International Paper,Tennessee,International%20Paper--N00030768,N00030768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,16239956339,Jacobs Engineering Group,Texas,Jacobs%20Engineering%20Group--N00008122,N00008122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEF,8279599844,Jeffer,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNJ,4.23E+11,Johnson & Johnson,New Jersey,Johnson%20&%20Johnson--N00004961,N00004961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPM^J,0,JPMorgan Chase & Co,None,JPMorgan%20Chase%20&%20Co--N00026460,N00026460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KE,716267651,Electronics Inc,Indiana,Electronics%20Inc--N00031226,N00031226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEX,4067225672,Kirby Corp,Texas,Kirby%20Corp--N00005736,N00005736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEY,19696012040,KeyCorp,Ohio,KeyCorp--N00033904,N00033904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEY^I,0,KeyCorp,None,KeyCorp--N00033904,N00033904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEY^J,0,KeyCorp,None,KeyCorp--N00033904,N00033904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEY^K,0,KeyCorp,None,KeyCorp--N00033904,N00033904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKR,27867618039,KKR & Co,New York,KKR%20&%20Co--N00000491,N00000491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKR^A,0,KKR & Co,None,KKR%20&%20Co--N00000491,N00000491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKR^B,0,KKR & Co,None,KKR%20&%20Co--N00000491,N00000491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKR^C,0,KKR & Co,None,KKR%20&%20Co--N00000491,N00000491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KO,2.21E+11,Coca-Cola Co,Georgia,Coca-Cola%20Co--N00030788,N00030788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSU,19953821115,Kansas City Southern,Missouri,Kansas%20City%20Southern--N00004572,N00004572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSU^,0,Kansas City Southern,None,Kansas%20City%20Southern--N00004572,N00004572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTOS,3253252580,Kratos Defense & Security Solutions,California,Kratos%20Defense%20&%20Security%20Solutions--N00005582,N00005582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KW,2907749216,Wilson,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LB,16589175783,L Brands,Ohio,L%20Brands--N00029574,N00029574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHCG,6158683332,LHC Group,Louisiana,LHC%20Group--N00000153,N00000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHX,39284648769,L3Harris Technologies,Florida,L3Harris%20Technologies--N00000286,N00000286,L3Harris%20Technologies--N00008799,N00008799,L3Harris%20Technologies--N00009724,N00009724,L3Harris%20Technologies--N00012942,N00012942,L3Harris%20Technologies--N00024759,N00024759,L3Harris%20Technologies--N00025095,N00025095,L3Harris%20Technologies--N00025175,N00025175,L3Harris%20Technologies--N00025337,N00025337,L3Harris%20Technologies--N00025482,N00025482,L3Harris%20Technologies--N00025726,N00025726,L3Harris%20Technologies--N00028133,N00028133,L3Harris%20Technologies--N00029459,N00029459,L3Harris%20Technologies--N00029662,N00029662,L3Harris%20Technologies--N00029891,N00029891,L3Harris%20Technologies--N00031545,N00031545,L3Harris%20Technologies--N00033839,N00033839,L3Harris%20Technologies--N00033932,N00033932,L3Harris%20Technologies--N00034453,N00034453,L3Harris%20Technologies--N00035523,N00035523,L3Harris%20Technologies--N00035934,N00035934,L3Harris%20Technologies--N00035972,N00035972,L3Harris%20Technologies--N00036154,N00036154,L3Harris%20Technologies--N00036274,N00036274,L3Harris%20Technologies--N00036999,N00036999,L3Harris%20Technologies--N00037049,N00037049,L3Harris%20Technologies--N00037185,N00037185,L3Harris%20Technologies--N00039503,N00039503,L3Harris%20Technologies--N00043290,N00043290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN,1.41E+11,Linde plc,Surrey,Linde%20plc--N00027462,N00027462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMT,96983483886,Lockheed Martin,Maryland,Lockheed%20Martin--N00000362,N00000362,Lockheed%20Martin--N00025175,N00025175,Lockheed%20Martin--N00025337,N00025337,Lockheed%20Martin--N00025482,N00025482,Lockheed%20Martin--N00027510,N00027510,Lockheed%20Martin--N00028133,N00028133,Lockheed%20Martin--N00029459,N00029459,Lockheed%20Martin--N00030602,N00030602,Lockheed%20Martin--N00030815,N00030815,Lockheed%20Martin--N00030910,N00030910,Lockheed%20Martin--N00033449,N00033449,Lockheed%20Martin--N00033839,N00033839,Lockheed%20Martin--N00033932,N00033932,Lockheed%20Martin--N00033997,N00033997,Lockheed%20Martin--N00035347,N00035347,Lockheed%20Martin--N00035934,N00035934,Lockheed%20Martin--N00036018,N00036018,Lockheed%20Martin--N00036154,N00036154,Lockheed%20Martin--N00036999,N00036999,Lockheed%20Martin--N00037185,N00037185,Lockheed%20Martin--N00039503,N00039503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOW,1.28E+11,Lowe's Companies,North Carolina,Lowe's%20Companies--N00000515,N00000515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSXMA,15746368022,Liberty Media Corp,Colorado,Liberty%20Media%20Corp--N00041080,N00041080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSXMK,15729465523,Liberty Media Corp,Colorado,Liberty%20Media%20Corp--N00041080,N00041080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUMN,15262647824,Lumen Technologies,Louisiana,Lumen%20Technologies--N00027510,N00027510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
